nct_id,title,overall_status,study_type,completion_date,lead_sponsor,lead_sponsor_class,collaborator,collaborator_class,phase,locations,has_drug_intervention,drugs,disposition_date,results_date,enrollment,phase_normalised,is_completed,is_overdue,pubmed_results
NCT00020891,CT Scans in Guiding the Treatment of Patients With Prostate Cancer Who Are Undergoing Radiation Therapy,Completed,Interventional,2006-06-01,Memorial Sloan Kettering Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,False,,,,25.0,2,True,True,False
NCT00020943,Chemotherapy and Rituximab With Peripheral Stem Cell Transplantation in Treating Patients With Mantle Cell Lymphoma,Completed,Interventional,2006-12-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,Puerto Rico United States,True,carmustine; cyclophosphamide; cytarabine; doxorubicin hydrochloride; etoposide; leucovorin calcium; methotrexate; prednisone; vincristine sulfate; ,,,79.0,2,True,False,True
NCT00021060,"Combination Chemotherapy With or Without Bevacizumab in Treating Patients With Advanced, Metastatic, or Recurrent Non-Small Cell Lung Cancer",Completed,Interventional,2006-09-01,National Cancer Institute (NCI),NIH,,,2/3,United States,True,paclitaxel; carboplatin; ,,,842.0,2,True,False,True
NCT00021099,Ixabepilone in Treating Patients With Advanced Urinary Tract Cancer,Completed,Interventional,2007-08-01,National Cancer Institute (NCI),NIH,,,2,United States,True,ixabepilone; ,,,45.0,2,True,True,False
NCT00021242,Docetaxel in Treating Children With Relapsed or Refractory Acute Lymphoblastic or Acute Myeloid Leukemia,Completed,Interventional,2006-03-01,Children's Oncology Group,Other,National Cancer Institute (NCI),NIH,2,Australia Canada Netherlands New Zealand Puerto Rico Switzerland United States,True,docetaxel; ,,,12.0,2,True,True,False
NCT00021333,Paclitaxel and Cisplatin Plus Radiation Therapy Followed by Filgrastim in Treating Patients With Recurrent Head and Neck Cancer or Lung Cancer,Completed,Interventional,2006-04-01,Fox Chase Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,cisplatin; paclitaxel; ,,,29.0,2,True,True,False
NCT00021372,Paclitaxel and Estramustine in Treating Patients With Relapsed or Refractory Non-Hodgkin's Lymphoma,Completed,Interventional,2006-09-01,Fox Chase Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,estramustine phosphate sodium; paclitaxel; ,,,25.0,2,True,True,False
NCT00021450,Radiation Therapy With or Without Bicalutamide and Goserelin in Treating Patients With Prostate Cancer,Completed,Interventional,2008-04-01,European Organisation for Research and Treatment of Cancer - EORTC,Other,,,3,Belgium Cyprus Czech Republic France Ireland Italy Luxembourg Netherlands Poland Spain United Kingdom,True,bicalutamide; goserelin acetate; ,,,819.0,3,True,True,False
NCT00021476,Preventing Chronic Whiplash Pain,Completed,Interventional,2007-02-01,University of Washington,Other,,,3,United States,False,,,,300.0,3,True,False,True
NCT00021541,R115777 to Treat Children With Neurofibromatosis Type 1 and Progressive Plexiform Neurofibromas,Completed,Interventional,2010-03-01,National Cancer Institute (NCI),NIH,,,2,Germany United States,True,tipifarnib; ,,2012-03-30,62.0,2,True,False,False
NCT00022087,"Zoledronate, Calcium, and Vitamin D in Preventing Bone Loss in Women Receiving Adjuvant Chemotherapy for Breast Cancer",Completed,Interventional,2007-03-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,3,United States,True,zoledronic acid; ,,,439.0,3,True,True,False
NCT00022139,"Radiation Therapy and Paclitaxel, Carboplatin, and Fluorouracil Followed by Esophagectomy in Treating Patients With Locally Advanced Cancer of the Esophagus or Gastroesophageal Junction",Completed,Interventional,2009-01-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,United States,True,carboplatin; fluorouracil; paclitaxel; ,,,56.0,2,True,True,False
NCT00022152,Vinorelbine in Treating Older Women With Stage IV Breast Cancer,Completed,Interventional,2006-03-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,United States,True,vinorelbine tartrate; ,,,25.0,2,True,True,False
NCT00022282,AE-941 in Treating Patients With Relapsed or Refractory Multiple Myeloma,Completed,Interventional,2007-03-01,AEterna Zentaris,Industry,,,2,Canada,True,shark cartilage extract AE-941; ,,,,2,True,True,False
NCT00022412,Doxercalciferol Before Surgery in Treating Localized Prostate Cancer,Completed,Interventional,2006-02-01,"University of Wisconsin, Madison",Other,National Cancer Institute (NCI),NIH,2,United States,False,,,,60.0,2,True,True,False
NCT00022646,Pemetrexed Disodium Plus Gemcitabine in Treating Patients With Locally Advanced or Metastatic Non-Small Cell Lung Cancer,Completed,Interventional,2008-10-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,United States,True,gemcitabine hydrochloride; pemetrexed disodium; ,,,157.0,2,True,True,False
NCT00022659,Bevacizumab in Treating Patients With Persistent or Recurrent Ovarian Epithelial Cancer or Primary Peritoneal Cancer,Completed,Interventional,2010-03-01,National Cancer Institute (NCI),NIH,,,2,United States,False,,,2015-04-23,64.0,2,True,False,False
NCT00022672,A Study to Evaluate the Efficacy and Safety of Herceptin® (Trastuzumab) in Combination With Arimidex® (Anastrozole) an Aromatase Inhibitor Compared to Arimidex® Alone in Patients With Metastatic Breast Cancer,Completed,Interventional,2009-10-01,Hoffmann-La Roche,Industry,"Genentech, Inc.",Industry,3,Australia Brazil Bulgaria Canada China France Germany Hong Kong Hungary India Israel Italy Lithuania Mexico Netherlands Norway Poland Russian Federation South Africa Spain Sweden Taiwan Turkey Ukraine United Kingdom United States,True,trastuzumab (Herceptin®); anastrazole (Arimidex®); ,,2013-04-02,208.0,3,True,False,False
NCT00022737,Combination Chemotherapy With or Without Peripheral Stem Cell Transplant in Treating Children With Acute Lymphoblastic Leukemia,Completed,Interventional,2006-10-01,National Cancer Institute (NCI),NIH,,,3,United States,True,asparaginase; cyclophosphamide; cyclosporine; cytarabine; daunorubicin hydrochloride; dexamethasone; etoposide; ifosfamide; imatinib mesylate; leucovorin calcium; mercaptopurine tablet; methotrexate; pegaspargase; vincristine sulfate; ,,,220.0,3,True,True,False
NCT00022776,Surgical Versus Nonsurgical Treatment for Spinal Stenosis,Completed,Interventional,2007-12-01,University of Pittsburgh,Other,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,3,United States,False,,,,178.0,3,True,False,True
NCT00023205,Impact of Literacy Level on Patient Education and Health Among People With Arthritis,Completed,Interventional,2006-08-01,Brigham and Women's Hospital,Other,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,2,United States,False,,,,134.0,2,True,True,False
NCT00023309,Lamivudine and Adefovir to Treat Chronic Hepatitis B,Completed,Interventional,2010-04-01,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,,,2,United States,True,Lamivudine and adefovir; Adefovir alone; ,,2011-07-07,41.0,2,True,False,False
NCT00023322,Pegylated Interferon to Treat Chronic Hepatitis D,Completed,Interventional,2012-05-01,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,,,2,United States,True,Peginterferon Alpha-2a; ,,2013-04-15,13.0,2,True,False,False
NCT00023374,TBTC Study 24: Intermittent Treatment of TB With Isoniazid Resistance or Intolerance,Completed,Interventional,2006-12-01,Centers for Disease Control and Prevention,U.S. Fed,VA Office of Research and Development,U.S. Fed,,Canada United States,True,Rifampin; Pyrazinamide; Ethambutol; REZ; ,,,98.0,5,True,False,True
NCT00023452,Three Months of Weekly Rifapentine and Isoniazid for M. Tuberculosis Infection,Completed,Interventional,2010-10-01,Centers for Disease Control and Prevention,U.S. Fed,VA Office of Research and Development,U.S. Fed,3,Brazil Canada Spain United States,True,RPT + INH once weekly for 3 months given by DOT; Isoniazid (INH) daily for 9 months; ,,2012-08-15,8595.0,3,True,False,False
NCT00023543,Reduction of Triglycerides in Women on Hormone Replacement Therapy,Completed,Interventional,2010-05-01,University of Pittsburgh,Other,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,2,United States,False,,,,508.0,2,True,False,True
NCT00023712,Bortezomib in Treating Patients With Persistent or Recurrent Ovarian Epithelial Cancer or Primary Peritoneal Cancer,Completed,Interventional,2010-01-01,National Cancer Institute (NCI),NIH,,,2,United States,True,bortezomib; ,,2013-09-17,58.0,2,True,False,False
NCT00023764,Bortezomib in Treating Patients With Lymphoproliferative Disorders,Completed,Interventional,2009-03-01,National Cancer Institute (NCI),NIH,,,2,United States,True,bortezomib; ,,2013-10-23,103.0,2,True,False,False
NCT00024011,PS-341 in Treating Patients With Metastatic Malignant Melanoma,Completed,Interventional,2006-09-01,National Cancer Institute (NCI),NIH,,,2,United States,True,bortezomib; ,,,50.0,2,True,True,False
NCT00024076,Radiofrequency Ablation in Treating Patients With Refractory or Advanced Lung Cancer,Completed,Interventional,2006-12-01,Jonsson Comprehensive Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,False,,,,30.0,2,True,True,False
NCT00024089,Gefitinib in Treating Patients With Recurrent and/or Metastatic Head and Neck Cancer,Completed,Interventional,2006-03-01,National Cancer Institute (NCI),NIH,,,2,United States,True,gefitinib; ,,,60.0,2,True,True,False
NCT00024102,Comparison of Combination Chemotherapy Regimens in Treating Older Women Who Have Undergone Surgery for Breast Cancer,Completed,Interventional,2008-05-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI) NCIC Clinical Trials Group,NIH Other,3,Canada Peru United States,True,Standard Treatment; capecitabine; ,,2012-11-20,633.0,3,True,False,False
NCT00024154,Trastuzumab and Gefitinib in Treating Patients With Metastatic Breast Cancer,Completed,Interventional,2007-07-01,National Cancer Institute (NCI),NIH,,,2,United States,True,gefitinib; ,,,132.0,2,True,True,False
NCT00024258,Arsenic Trioxide in Treating Patients With Advanced Neuroblastoma or Other Childhood Solid Tumors,Completed,Interventional,2009-05-01,Memorial Sloan Kettering Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,arsenic trioxide; ,,2015-10-22,22.0,2,True,False,False
NCT00024427,"Triacetyluridine and Fluorouracil Compared With Gemcitabine in Treating Patients With Unresectable Locally Advanced, or Metastatic Pancreatic Cancer",Completed,Interventional,2006-02-01,Wellstat Therapeutics,Industry,,,3,Canada United States,True,fluorouracil; gemcitabine hydrochloride; triacetyluridine; ,,,250.0,3,True,True,False
NCT00024518,Interferon-Alpha for Diabetes Mellitus Type 1,Completed,Interventional,2008-09-01,"The University of Texas Health Science Center, Houston",Other,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,2,United States,True,"30,000 units hrINF-alpha; 5,000 hrINF-alpha; ",,,57.0,2,True,False,True
NCT00025038,Combination Chemotherapy Followed By Donor Bone Marrow or Umbilical Cord Blood Transplant in Treating Children With Newly Diagnosed Juvenile Myelomonocytic Leukemia,Completed,Interventional,2007-10-01,National Cancer Institute (NCI),NIH,,,2,United States,True,tipifarnib; isotretinoin; fludarabine phosphate; cytarabine; cyclophosphamide; ,,,100.0,2,True,True,False
NCT00025155,Ixabepilone in Treating Patients With Ovarian Epithelial or Primary Peritoneal Cancer That Has Not Responded to Previous Chemotherapy,Completed,Interventional,2010-03-01,National Cancer Institute (NCI),NIH,,,2,United States,True,ixabepilone; ,,2015-04-29,51.0,2,True,False,False
NCT00025207,Gefitinib in Treating Patients With Malignant Mesothelioma,Completed,Interventional,2006-02-01,National Cancer Institute (NCI),NIH,,,2,United States,True,gefitinib; ,,,40.0,2,True,True,False
NCT00025233,Bevacizumab in Treating Patients With Persistent or Recurrent Cancer of the Cervix,Completed,Interventional,2009-07-01,National Cancer Institute (NCI),NIH,,,2,United States,False,,,2015-06-10,50.0,2,True,False,False
NCT00025246,Imatinib Mesylate in Treating Patients With Gastrointestinal Stromal Tumor That Has Been Completely Removed During Surgery,Completed,Interventional,2007-11-01,National Cancer Institute (NCI),NIH,,,2,United States,True,imatinib mesylate; ,,,89.0,2,True,False,True
NCT00025259,Chemotherapy With or Without Additional Chemotherapy and/or Radiation Therapy in Treating Children With Newly Diagnosed Hodgkin's Disease,Completed,Interventional,2012-03-01,Children's Oncology Group,Other,National Cancer Institute (NCI),NIH,3,Australia Canada Israel New Zealand Puerto Rico Switzerland United States,True,Cisplatin; Cyclophosphamide; Cytarabine; Dexamethasone; Doxorubicin Hydrochloride; Etoposide; Prednisone; Vincristine Sulfate Liposome; ,,,1734.0,3,True,False,True
NCT00025337,Combination Chemotherapy With or Without Bevacizumab Compared With Bevacizumab Alone in Treating Patients With Advanced or Metastatic Colorectal Cancer That Has Been Previously Treated,Completed,Interventional,2007-04-01,National Cancer Institute (NCI),NIH,,,3,United States,True,oxaliplatin; leucovorin calcium; fluorouracil; ,,,880.0,3,True,True,False
NCT00025363,Comparison of Chemotherapy Regimens in Treating Children With Relapsed or Progressive Rhabdomyosarcoma,Completed,Interventional,2007-10-01,National Cancer Institute (NCI),NIH,,,2,United States,True,vincristine sulfate; irinotecan hydrochloride; cyclophosphamide; doxorubicin hydrochloride; ifosfamide; etoposide; tirapazamine; ,,,150.0,2,True,True,False
NCT00025467,Thalidomide in Treating Patients With Recurrent or Persistent Endometrial Cancer,Completed,Interventional,2007-07-01,National Cancer Institute (NCI),NIH,,,2,United States,True,thalidomide; ,,,60.0,2,True,True,False
NCT00025506,Thalidomide in Treating Patients With Recurrent or Persistent Carcinosarcoma of the Uterus,Completed,Interventional,2013-01-01,National Cancer Institute (NCI),NIH,,,2,United States,True,Thalidomide; ,,2015-05-07,55.0,2,True,False,False
NCT00025662,"Selective T-Cell Depletion to Reduce GVHD (Patients) Receiving Stem Cell Tx to Treat Leukemia, Lymphoma or MDS",Completed,Interventional,2008-02-01,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,,,2,United States,True,RFT5-SMPT-dgA; Nexell Isolex system; ,,2011-04-20,23.0,2,True,False,False
NCT00025675,Gefitinib in Treating Patients With Recurrent or Progressive CNS Tumors,Completed,Interventional,2009-06-01,Sidney Kimmel Comprehensive Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,gefitinib; ,,,105.0,2,True,True,False
NCT00025766,Angioplasty and Heart Stents to Treat Individuals With an Occluded Artery Following a Heart Attack,Completed,Interventional,2006-04-01,"University Health Network, Toronto",Other,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,4,Canada,False,,,,380.0,4,True,False,True
NCT00026104,Combination Chemotherapy Plus Radiation Therapy With or Without Tipifarnib in Treating Patients With Locally Advanced Pancreatic Cancer,Completed,Interventional,2006-08-01,National Cancer Institute (NCI),NIH,,,2,United States,True,gemcitabine hydrochloride; paclitaxel; tipifarnib; ,,,154.0,2,True,True,False
NCT00026117,Shark Cartilage in Treating Patients With Advanced Colorectal or Breast Cancer,Completed,Interventional,2006-09-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,3,United States,True,BenFin; ,,,88.0,3,True,True,False
NCT00026221,Bevacizumab With or Without Interferon Alfa in Treating Patients With Metastatic Malignant Melanoma,Completed,Interventional,2013-11-01,National Cancer Institute (NCI),NIH,,,2,United States,False,,,2015-12-16,57.0,2,True,False,False
NCT00026234,Hepatic Arterial Infusion Plus Chemotherapy in Treating Patients With Colorectal Cancer Metastatic to the Liver,Completed,Interventional,2006-01-01,National Cancer Institute (NCI),NIH,NSABP Foundation Inc,Other,2,United States,True,floxuridine; dexamethasone; oxaliplatin; capecitabine; ,,,75.0,2,True,False,True
NCT00026403,Combination Chemotherapy Plus Radiation Therapy in Treating Patients With Advanced Pancreatic Cancer,Completed,Interventional,2007-06-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,Canada United States,True,cisplatin; gemcitabine hydrochloride; ,,,48.0,2,True,True,False
NCT00027053,Trazodone for Sleep Disturbance in Early Alcohol Recovery,Completed,Interventional,2006-01-01,Rhode Island Hospital,Other,National Institute on Alcohol Abuse and Alcoholism (NIAAA),NIH,2,United States,True,Trazodone; Placebo; ,,,173.0,2,True,False,True
NCT00027378,Pharmacological Intervention Project (Fluoxetine),Completed,Interventional,2007-06-01,University of Pittsburgh,Other,National Institute on Alcohol Abuse and Alcoholism (NIAAA),NIH,2,United States,True,fluoxetine (Prozac); Placebo plus Treatment As Usual; ,,2012-02-08,50.0,2,True,False,False
NCT00027417,Study of Triostat in Infants During Heart Surgery,Completed,Interventional,2007-08-01,Michael Portman,Other,,,3,United States,True,Liothyronine sodium/triiodothyronine; ,,,195.0,3,True,False,True
NCT00027560,"Melphalan, Fludarabine, and Alemtuzumab Followed by Peripheral Stem Cell Transplant in Treating Patients With Hematologic Cancer",Completed,Interventional,2009-04-01,Memorial Sloan Kettering Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,cyclosporine; fludarabine phosphate; melphalan; ,,2012-11-27,51.0,2,True,False,False
NCT00027573,Chemotherapy Followed by Peripheral Stem Cell Transplantation in Treating Patients With Metastatic or Unresectable Kidney Cancer,Completed,Interventional,2006-06-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,United States,True,cyclophosphamide; fludarabine phosphate; methotrexate; tacrolimus; ,,,36.0,2,True,True,False
NCT00027599,APC8015 and Bevacizumab in Treating Patients With Prostate Cancer,Completed,Interventional,2007-07-01,National Cancer Institute (NCI),NIH,,,2,United States,False,,,,25.0,2,True,True,False
NCT00027703,Combination Chemotherapy With or Without Bevacizumab in Treating Patients With Malignant Mesothelioma,Completed,Interventional,2006-05-01,National Cancer Institute (NCI),NIH,,,2,United States,True,gemcitabine hydrochloride; cisplatin; ,,,106.0,2,True,True,False
NCT00027872,Tipifarnib in Treating Older Patients With Previously Untreated Acute Myeloid Leukemia,Completed,Interventional,2007-07-01,National Cancer Institute (NCI),NIH,,,2,United States,True,tipifarnib; ,,,125.0,2,True,True,False
NCT00027963,Gabapentin in Treating Peripheral Neuropathy in Cancer Patients Undergoing Chemotherapy,Completed,Interventional,2007-11-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,3,Canada United States,True,gabapentin; ,,,100.0,3,True,True,False
NCT00028002,Neoadjuvant and Adjuvant Imatinib Mesylate in Treating Patients With Primary or Recurrent Malignant Gastrointestinal Stromal Tumor,Completed,Interventional,2009-01-01,National Cancer Institute (NCI),NIH,Eastern Cooperative Oncology Group American College of Radiology Imaging Network,Other Other,2,United States,True,imatinib mesylate; ,,2012-11-29,63.0,2,True,False,False
NCT00028028,CCI-779 in Treating Patients With Extensive-Stage Small Cell Lung Cancer,Completed,Interventional,2007-01-01,National Cancer Institute (NCI),NIH,,,2,United States,True,temsirolimus; ,,,80.0,2,True,True,False
NCT00028093,Pegylated Interferon and Ribavirin to Treat Chronic Hepatitis C With and Without Kidney Disease,Completed,Interventional,2010-06-01,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,,,4,United States,True,Peginterferon alfa-2a with Ribavirin; Peginterferon alfa-2a; ,,2011-05-26,50.0,4,True,False,False
NCT00028262,Cystagon to Treat Infantile Neuronal Ceroid Lipofuscinosis,Completed,Interventional,2013-11-01,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,,,4,United States,True,Cystagon; ,,2015-01-09,10.0,4,True,False,False
NCT00028574,Gabapentin in Treating Hot Flashes in Patients With Prostate Cancer,Completed,Interventional,2006-12-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,3,United States,True,gabapentin; ,,,223.0,3,True,True,False
NCT00028600,Peripheral Stem Cell Transplant in Treating Patients With Multiple Myeloma,Completed,Interventional,2006-06-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,United States,True,cyclophosphamide; fludarabine phosphate; melphalan; methotrexate; tacrolimus; ,,,60.0,2,True,True,False
NCT00028678,Dalteparin and Radiation Therapy in Treating Patients With Newly Diagnosed Supratentorial Glioblastoma Multiforme,Completed,Interventional,2006-07-01,Eastern Cooperative Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,dalteparin; ,,,,2,True,True,False
NCT00028730,Total-Body Irradiation and Chemotherapy Followed By Donor Bone Marrow Transplant in Treating Young Patients With Hematologic Cancer,Completed,Interventional,2006-07-01,Memorial Sloan Kettering Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,cyclophosphamide; fludarabine phosphate; thiotepa; ,,,25.0,2,True,True,False
NCT00028743,"Comparison of Combination Chemotherapy Regimens in Treating Newly Diagnosed Ovarian Epithelial Cancer, Primary Peritoneal Cancer, or Fallopian Tube Cancer",Completed,Interventional,2007-10-01,NCIC Clinical Trials Group,Other,European Organisation for Research and Treatment of Cancer - EORTC Grupo Español de Investigación en Cáncer de Ovario,Other Other,3,Canada,True,carboplatin; cisplatin; paclitaxel; topotecan hydrochloride; ,,,819.0,3,True,True,False
NCT00028756,Comparison of Immediate and Delayed Adjuvant Chemotherapy in Treating Patients Who Have Undergone a Radical Cystectomy for Stage III or Stage IV Transitional Cell Carcinoma of the Bladder Urothelium,Completed,Interventional,2014-01-01,European Organisation for Research and Treatment of Cancer - EORTC,Other,"National Cancer Institute (NCI) Groupe D'Etude des Tumeurs Uro-Genitales Institute of Cancer Research, United Kingdom NCIC Clinical Trials Group Arbeitsgemeinschaft Urologische Onkologie",NIH Other Other Other Other,3,,True,doxorubicin hydrochloride; gemcitabine hydrochloride; vinblastine sulfate; methotrexate; cisplatin; ,,,285.0,3,True,False,True
NCT00028769,"S0032, Combination Chemotherapy Plus Hormone Therapy in Treating Patients With Metastatic Prostate Cancer",Completed,Interventional,2010-06-01,Southwest Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,bicalutamide; estramustine; etoposide; flutamide; goserelin; leuprolide; nilutamide; paclitaxel; ,,2012-11-15,41.0,2,True,False,False
NCT00028795,"Chemotherapy and Radiation Therapy After Surgery in Treating Children With Newly Diagnosed Astrocytoma, Glioblastoma Multiforme, Gliosarcoma, or Diffuse Intrinsic Pontine Glioma",Completed,Interventional,2007-09-01,Children's Oncology Group,Other,National Cancer Institute (NCI),NIH,2,Australia Canada Netherlands New Zealand Puerto Rico Switzerland United States,True,temozolomide; ,,,170.0,2,True,True,False
NCT00028925,Combination Chemotherapy With or Without Filgrastim in Treating Patients With Previously Untreated Extensive-Stage Small Cell Lung Cancer,Completed,Interventional,2008-08-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,Canada United States,True,carboplatin; topotecan hydrochloride; ,,,27.0,2,True,True,False
NCT00028990,Paclitaxel With or Without Bevacizumab in Treating Patients With Locally Recurrent or Metastatic Breast Cancer,Completed,Interventional,2006-11-01,Eastern Cooperative Oncology Group,Other,National Cancer Institute (NCI) North Central Cancer Treatment Group NCIC Clinical Trials Group NSABP Foundation Inc,NIH Other Other Other,3,Canada United States,True,bevacizumab; Paclitaxel; ,,,722.0,3,True,False,True
NCT00029107,Rituximab to Treat Hepatitis C-Associated Cryoglobulinemic Vasculitis,Completed,Interventional,2011-05-01,National Institute of Allergy and Infectious Diseases (NIAID),NIH,,,2,United States,True,Rituximab; ,,2011-10-26,47.0,2,True,False,False
NCT00029159,The Effect of Androgen and Growth Hormone on Height and Learning in Girls With Turner Syndrome,Completed,Interventional,2007-01-01,Thomas Jefferson University,Other,National Institute of Neurological Disorders and Stroke (NINDS),NIH,3,United States,True,estrogen; androgen; ,,,200.0,3,True,False,True
NCT00029198,Preterm Infants' Weight Gain Following Massage Therapy,Completed,Interventional,2008-03-01,University of Miami,Other,National Center for Complementary and Integrative Health (NCCIH),NIH,3,United States,False,,,,139.0,3,True,False,True
NCT00029380,Cord Blood Transplantation for Sickle Cell Anemia and Thalassemia,Completed,Interventional,2006-08-01,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,,,2,Canada United States,True,Sangstat; Cyclophosphamide; Busulfan; Mycophenolate Mofetil; Cyclosporine; ,,,30.0,2,True,True,False
NCT00029393,Induction of Stable Chimerism for Sickle Cell Anemia,Completed,Interventional,2007-07-01,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,,,2,,True,Immunosuppression; ,,,,2,True,True,False
NCT00029536,Progesterone vs Placebo Therapy for Women With Epilepsy,Completed,Interventional,2010-06-01,Beth Israel Deaconess Medical Center,Other,Brigham and Women's Hospital Columbia University Dartmouth-Hitchcock Medical Center Emory University Johns Hopkins University MINCEP Epilepsy Care Montreal Neurological Institute and Hospital Ohio State University Thomas Jefferson University University of Maryland University of Southern California University of Virginia Weill Medical College of Cornell University,Other Other Other Other Other Other Other Other Other Other Other Other Other,3,Canada United States,False,,,,462.0,3,True,True,False
NCT00029770,"Chiropractic Care, Medication, and Self-Care for Neck Pain",Completed,Interventional,2007-05-01,National Center for Complementary and Integrative Health (NCCIH),NIH,,,2,United States,True,Acetaminophen; Non-Steroidal anti-inflammatory drugs (NSAIDS); Tylenol with codeine; ,,,270.0,2,True,False,True
NCT00030069,Calcitriol and Dexamethasone in Patients With Myelodysplastic Syndromes,Completed,Interventional,2007-09-01,University of Pittsburgh,Other,,,2,United States,True,Calcitriol; Dexamethasone; ,,,32.0,2,True,True,False
NCT00030238,Supplemental Calcium in Overweight People,Completed,Interventional,2007-12-01,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,Office of Dietary Supplements (ODS),NIH,3,United States,True,Calcium supplement; Placebo; ,,,540.0,3,True,False,True
NCT00030264,Combination Chemotherapy in Treating Patients With Neurofibromatosis and Progressive Plexiform Neurofibromas,Completed,Interventional,2013-12-01,Children's Hospital of Philadelphia,Other,,,2,United States,True,Methotrexate; Vinblastine; ,,,25.0,2,True,True,False
NCT00030394,Imatinib Mesylate in Treating Patients With Chronic Myelogenous Leukemia,Completed,Interventional,2007-10-01,National Cancer Institute (NCI),NIH,,,2,United States,True,imatinib mesylate; ,,,64.0,2,True,False,True
NCT00030433,S0119: Combination Chemotherapy in Treating Patients With Extensive-Stage Small Cell Lung Cancer,Completed,Interventional,2007-02-01,Southwest Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,gemcitabine hydrochloride; irinotecan hydrochloride; ,,,85.0,2,True,True,False
NCT00030485,Erlotinib in Treating Patients With Locally Advanced and/or Metastatic Endometrial Cancer,Completed,Interventional,2007-04-01,National Cancer Institute (NCI),NIH,NCIC Clinical Trials Group,Other,2,Canada,True,erlotinib hydrochloride; ,,,,2,True,False,True
NCT00030680,Radiation Therapy in Treating Patients With Aggressive Fibromatoses,Completed,Interventional,2012-03-01,European Organisation for Research and Treatment of Cancer - EORTC,Other,,,2,Belgium France Germany Netherlands Poland Switzerland United Kingdom,False,,,,44.0,2,True,True,False
NCT00030810,Combination Chemotherapy Followed by Radiation Therapy Before Surgery in Treating Patients With Stage IIIB NSCLC,Completed,Interventional,2006-05-01,Swiss Group for Clinical Cancer Research,Other,,,2,Switzerland,True,Taxotere/Cisplatin; ,,,46.0,2,True,False,True
NCT00030823,Vaccine Therapy in Treating Patients at High Risk for Breast Cancer Recurrence,Completed,Interventional,2009-02-01,Memorial Sloan Kettering Cancer Center,Other,National Cancer Institute (NCI),NIH,,United States,False,,,2015-10-23,14.0,5,True,False,False
NCT00030901,"S9917, Selenium in Preventing Cancer in Patients With Neoplasia of the Prostate",Completed,Interventional,2011-11-01,Southwest Oncology Group,Other,National Cancer Institute (NCI) Eastern Cooperative Oncology Group Cancer and Leukemia Group B,NIH Other Other,3,,True,L-selenomethionine; L-selenomethionine placebo; ,,2012-11-19,619.0,3,True,False,False
NCT00030914,Medroxyprogesterone Compared With Venlafaxine in Treating Hot Flashes in Women,Completed,Interventional,2006-02-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,3,United States,True,medroxyprogesterone; venlafaxine; ,,,227.0,3,True,True,False
